country_code,country,year,political_stability_score,indicator,unit,yoy_change,stability_category
ERI,Eritrea,2008,-0.710803747177124,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.339044213294986,Low Stability
ERI,Eritrea,2009,-0.680884718894958,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.02991902828216597,Low Stability
ERI,Eritrea,2010,-0.875592827796936,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.19470810890197798,Low Stability
ERI,Eritrea,2011,-0.766404390335083,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10918843746185303,Low Stability
ERI,Eritrea,2012,-0.702197253704071,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.06420713663101196,Low Stability
ERI,Eritrea,2013,-0.772372126579285,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07017487287521396,Low Stability
ERI,Eritrea,2014,-0.805872619152069,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03350049257278398,Low Stability
ERI,Eritrea,2015,-0.878453433513641,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07258081436157204,Low Stability
ERI,Eritrea,2016,-0.662282407283783,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.21617102622985807,Low Stability
ERI,Eritrea,2017,-0.733444452285767,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07116204500198409,Low Stability
ERI,Eritrea,2018,-0.609360635280609,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.12408381700515803,Low Stability
ERI,Eritrea,2019,-0.705968797206879,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09660816192626998,Low Stability
ERI,Eritrea,2020,-0.992741048336029,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.28677225112915006,Low Stability
ERI,Eritrea,2021,-1.05568218231201,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06294113397598089,Very Low Stability
ERI,Eritrea,2022,-0.957195043563843,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09848713874816695,Low Stability
ERI,Eritrea,2023,-0.792767763137817,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.16442728042602595,Low Stability
EST,Estonia,1996,0.767924547195435,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Moderate Stability
EST,Estonia,1998,0.657050669193268,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.11087387800216697,Moderate Stability
EST,Estonia,2000,0.902080297470093,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.24502962827682495,Moderate Stability
EST,Estonia,2002,0.927854418754578,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.025774121284484974,Moderate Stability
EST,Estonia,2003,0.894786238670349,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03306818008422896,Moderate Stability
EST,Estonia,2004,0.703926205635071,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.190860033035278,Moderate Stability
EST,Estonia,2005,0.605274677276611,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09865152835846003,Moderate Stability
EST,Estonia,2006,0.736678242683411,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.13140356540679998,Moderate Stability
EST,Estonia,2007,0.634109556674957,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10256868600845392,Moderate Stability
EST,Estonia,2008,0.571973562240601,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06213599443435602,Moderate Stability
EST,Estonia,2009,0.567619025707245,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.004354536533356046,Moderate Stability
EST,Estonia,2010,0.661366999149323,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09374797344207797,Moderate Stability
EST,Estonia,2011,0.611041307449341,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05032569169998191,Moderate Stability
EST,Estonia,2012,0.636465191841125,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.025423884391784002,Moderate Stability
EST,Estonia,2013,0.748215436935425,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.11175024509429998,Moderate Stability
EST,Estonia,2014,0.780257880687714,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.03204244375228893,Moderate Stability
EST,Estonia,2015,0.613857269287109,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.16640061140060491,Moderate Stability
EST,Estonia,2016,0.662796258926392,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.048938989639283004,Moderate Stability
EST,Estonia,2017,0.642370760440826,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.020425498485566074,Moderate Stability
EST,Estonia,2018,0.580415546894073,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06195521354675293,Moderate Stability
EST,Estonia,2019,0.630197763442993,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04978221654892001,Moderate Stability
EST,Estonia,2020,0.709816992282867,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07961922883987393,Moderate Stability
EST,Estonia,2021,0.748589515686035,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.03877252340316806,Moderate Stability
EST,Estonia,2022,0.727880895137787,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02070862054824807,Moderate Stability
EST,Estonia,2023,0.660533905029297,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06734699010848999,Moderate Stability
SWZ,Eswatini,1996,-0.206821382045746,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Low Stability
SWZ,Eswatini,1998,-0.0050016390159726,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2018197430297734,Low Stability
SWZ,Eswatini,2000,0.0375185273587704,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.042520166374743,Moderate Stability
SWZ,Eswatini,2002,0.126366227865219,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08884770050644861,Moderate Stability
SWZ,Eswatini,2003,0.0662459284067154,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06012029945850361,Moderate Stability
SWZ,Eswatini,2004,-0.0046601896174252,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.0709061180241406,Low Stability
SWZ,Eswatini,2005,-0.39314877986908,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.3884885902516548,Low Stability
SWZ,Eswatini,2006,-0.270870000123978,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.12227877974510198,Low Stability
SWZ,Eswatini,2007,0.0480266362428665,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.3188966363668445,Moderate Stability
SWZ,Eswatini,2008,-0.0773959755897522,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1254226118326187,Low Stability
SWZ,Eswatini,2009,-0.0147166308015585,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0626793447881937,Low Stability
SWZ,Eswatini,2010,-0.0760726928710938,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.061356062069535304,Low Stability
SWZ,Eswatini,2011,-0.479735821485519,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4036631286144252,Low Stability
SWZ,Eswatini,2012,-0.407692342996597,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07204347848892201,Low Stability
SWZ,Eswatini,2013,-0.431911140680313,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.024218797683715987,Low Stability
SWZ,Eswatini,2014,-0.500559747219086,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06864860653877303,Low Stability
SWZ,Eswatini,2015,-0.480209201574326,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.02035054564476002,Low Stability
SWZ,Eswatini,2016,-0.494323074817657,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.014113873243331021,Low Stability
SWZ,Eswatini,2017,-0.27087739109993,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.22344568371772705,Low Stability
SWZ,Eswatini,2018,-0.377749621868134,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10687223076820401,Low Stability
SWZ,Eswatini,2019,-0.274377912282944,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10337170958518999,Low Stability
SWZ,Eswatini,2020,-0.0405469462275505,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2338309660553935,Low Stability
SWZ,Eswatini,2021,-0.346009790897369,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.3054628446698185,Low Stability
SWZ,Eswatini,2022,-0.210463792085648,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.135545998811721,Low Stability
SWZ,Eswatini,2023,-0.357591271400452,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.147127479314804,Low Stability
ETH,Ethiopia,1996,-1.05474293231964,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Very Low Stability
ETH,Ethiopia,1998,-0.632266759872437,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.42247617244720304,Low Stability
ETH,Ethiopia,2000,-0.946032106876373,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.313765347003936,Low Stability
ETH,Ethiopia,2002,-1.22584557533264,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2798134684562671,Very Low Stability
ETH,Ethiopia,2003,-1.40960443019867,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.18375885486603005,Very Low Stability
ETH,Ethiopia,2004,-1.31249165534973,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09711277484894021,Very Low Stability
ETH,Ethiopia,2005,-1.69038331508636,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.3778916597366302,Very Low Stability
ETH,Ethiopia,2006,-1.74013221263885,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04974889755249001,Very Low Stability
ETH,Ethiopia,2007,-1.80640935897827,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06627714633941983,Very Low Stability
ETH,Ethiopia,2008,-1.73212063312531,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.07428872585295987,Very Low Stability
ETH,Ethiopia,2009,-1.64107227325439,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09104835987091997,Very Low Stability
ETH,Ethiopia,2010,-1.63510119915009,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0059710741043002,Very Low Stability
ETH,Ethiopia,2011,-1.5069637298584,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1281374692916899,Very Low Stability
ETH,Ethiopia,2012,-1.56427133083344,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05730760097503995,Very Low Stability
ETH,Ethiopia,2013,-1.40730738639832,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.15696394443511985,Very Low Stability
ETH,Ethiopia,2014,-1.3393874168396,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.06791996955872004,Very Low Stability
ETH,Ethiopia,2015,-1.49694204330444,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.15755462646483998,Very Low Stability
ETH,Ethiopia,2016,-1.61724519729614,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12030315399169988,Very Low Stability
ETH,Ethiopia,2017,-1.67723059654236,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05998539924622004,Very Low Stability
ETH,Ethiopia,2018,-1.27460920810699,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.40262138843537,Very Low Stability
ETH,Ethiopia,2019,-1.30376279354095,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02915358543395996,Very Low Stability
ETH,Ethiopia,2020,-1.75370299816132,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.44994020462037,Very Low Stability
ETH,Ethiopia,2021,-2.18383121490479,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4301282167434701,Very Low Stability
ETH,Ethiopia,2022,-2.07060623168945,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.11322498321534002,Very Low Stability
ETH,Ethiopia,2023,-1.96956777572632,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1010384559631301,Very Low Stability
SOM,Federal Republic Of Somalia,1996,-2.50936651229858,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Very Low Stability
SOM,Federal Republic Of Somalia,1998,-2.14295434951782,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.36641216278075994,Very Low Stability
SOM,Federal Republic Of Somalia,2000,-1.94878721237183,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1941671371459901,Very Low Stability
SOM,Federal Republic Of Somalia,2002,-2.36895203590393,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4201648235321003,Very Low Stability
SOM,Federal Republic Of Somalia,2003,-2.57482099533081,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.20586895942687988,Very Low Stability
SOM,Federal Republic Of Somalia,2004,-2.87853956222534,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.3037185668945299,Very Low Stability
SOM,Federal Republic Of Somalia,2005,-2.70559000968933,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.17294955253600985,Very Low Stability
SOM,Federal Republic Of Somalia,2006,-2.74635028839111,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.040760278701780006,Very Low Stability
SOM,Federal Republic Of Somalia,2007,-3.22849702835083,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4821467399597199,Very Low Stability
SOM,Federal Republic Of Somalia,2008,-3.28051733970642,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05202031135558993,Very Low Stability
SOM,Federal Republic Of Somalia,2009,-3.31295108795166,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.032433748245240146,Very Low Stability
SOM,Federal Republic Of Somalia,2010,-3.13097143173218,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1819796562194802,Very Low Stability
SOM,Federal Republic Of Somalia,2011,-3.08384656906128,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.04712486267089977,Very Low Stability
SOM,Federal Republic Of Somalia,2012,-2.860755443573,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.22309112548828036,Very Low Stability
SOM,Federal Republic Of Somalia,2013,-2.75868654251099,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.10206890106200994,Very Low Stability
SOM,Federal Republic Of Somalia,2014,-2.51582813262939,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.2428584098815998,Very Low Stability
SOM,Federal Republic Of Somalia,2015,-2.37008881568909,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.14573931694030007,Very Low Stability
SOM,Federal Republic Of Somalia,2016,-2.34715795516968,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.022930860519410068,Very Low Stability
SOM,Federal Republic Of Somalia,2017,-2.24991130828857,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.09724664688110973,Very Low Stability
SOM,Federal Republic Of Somalia,2018,-2.24911570549011,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0007956027984601377,Very Low Stability
SOM,Federal Republic Of Somalia,2019,-2.38640308380127,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1372873783111599,Very Low Stability
SOM,Federal Republic Of Somalia,2020,-2.58146929740906,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.19506621360778986,Very Low Stability
SOM,Federal Republic Of Somalia,2021,-2.72733855247498,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1458692550659202,Very Low Stability
SOM,Federal Republic Of Somalia,2022,-2.42969608306885,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.29764246940613015,Very Low Stability
SOM,Federal Republic Of Somalia,2023,-2.37760090827942,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05209517478943004,Very Low Stability
FJI,Fiji,1996,0.830568552017212,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Moderate Stability
FJI,Fiji,1998,0.856274604797363,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.025706052780150923,Moderate Stability
FJI,Fiji,2000,0.301403164863586,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.554871439933777,Moderate Stability
FJI,Fiji,2002,0.473941057920456,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.17253789305687,Moderate Stability
FJI,Fiji,2003,0.452653437852859,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.02128762006759699,Moderate Stability
FJI,Fiji,2004,0.389960020780563,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06269341707229598,Moderate Stability
FJI,Fiji,2005,0.386921286582947,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.003038734197616022,Moderate Stability
FJI,Fiji,2006,-0.0340580493211746,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.4209793359041216,Low Stability
FJI,Fiji,2007,0.0618767961859703,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0959348455071449,Moderate Stability
FJI,Fiji,2008,-0.0669486746191978,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1288254708051681,Low Stability
FJI,Fiji,2009,-0.272885650396347,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2059369757771492,Low Stability
FJI,Fiji,2010,-0.190827518701553,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08205813169479398,Low Stability
FJI,Fiji,2011,-0.0712881982326508,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.11953932046890221,Low Stability
FJI,Fiji,2012,-0.0677748322486877,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.003513365983963096,Low Stability
FJI,Fiji,2013,-0.0510276891291142,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.016747143119573503,Low Stability
FJI,Fiji,2014,0.553164601325989,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.6041922904551031,Moderate Stability
FJI,Fiji,2015,0.569660663604736,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.016496062278747003,Moderate Stability
FJI,Fiji,2016,0.897029459476471,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.32736879587173495,Moderate Stability
FJI,Fiji,2017,0.585380256175995,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.31164920330047596,Moderate Stability
FJI,Fiji,2018,0.832882523536682,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.24750226736068703,Moderate Stability
FJI,Fiji,2019,0.779334902763367,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.053547620773314986,Moderate Stability
FJI,Fiji,2020,0.662797212600708,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.11653769016265902,Moderate Stability
FJI,Fiji,2021,0.72510689496994,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.062309682369231956,Moderate Stability
FJI,Fiji,2022,0.748508632183075,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.023401737213134988,Moderate Stability
FJI,Fiji,2023,0.744343459606171,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.004165172576903964,Moderate Stability
FIN,Finland,1996,1.41271877288818,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,High Stability
FIN,Finland,1998,1.47338783740997,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.060669064521789995,High Stability
FIN,Finland,2000,1.72011208534241,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.24672424793243986,High Stability
FIN,Finland,2002,1.7531840801239,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.033071994781490144,High Stability
FIN,Finland,2003,1.6870174407959,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06616663932800004,High Stability
FIN,Finland,2004,1.61962687969208,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06739056110381991,High Stability
FIN,Finland,2005,1.59494686126709,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.024680018424990013,High Stability
FIN,Finland,2006,1.50111103057861,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09383583068848012,High Stability
FIN,Finland,2007,1.48869705200195,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.012413978576659934,High Stability
FIN,Finland,2008,1.44586837291718,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.04282867908477006,High Stability
FIN,Finland,2009,1.45967149734497,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.013803124427790081,High Stability
FIN,Finland,2010,1.42360687255859,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03606462478638006,High Stability
FIN,Finland,2011,1.39347100257874,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03013586997984996,High Stability
FIN,Finland,2012,1.40076518058777,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.0072941780090300945,High Stability
FIN,Finland,2013,1.38517248630524,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.015592694282530184,High Stability
FIN,Finland,2014,1.28219723701477,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10297524929046986,High Stability
FIN,Finland,2015,1.02799820899963,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.25419902801514005,High Stability
FIN,Finland,2016,0.982591867446899,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.045406341552731044,Moderate Stability
FIN,Finland,2017,1.06380820274353,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08121633529663108,High Stability
FIN,Finland,2018,0.891889691352844,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.17191851139068604,Moderate Stability
FIN,Finland,2019,0.835258841514587,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.05663084983825706,Moderate Stability
FIN,Finland,2020,0.981825113296509,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.14656627178192205,Moderate Stability
FIN,Finland,2021,0.963275969028473,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.018549144268036,Moderate Stability
FIN,Finland,2022,0.894830107688904,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.06844586133956898,Moderate Stability
FIN,Finland,2023,0.713986694812775,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.18084341287612904,Moderate Stability
FRA,France,1996,0.887499451637268,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Moderate Stability
FRA,France,1998,0.698888778686523,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.18861067295074496,Moderate Stability
FRA,France,2000,0.785089075565338,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08620029687881503,Moderate Stability
FRA,France,2002,0.924183249473572,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.13909417390823398,Moderate Stability
FRA,France,2003,0.179551064968109,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.744632184505463,Moderate Stability
FRA,France,2004,0.345115303993225,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.165564239025116,Moderate Stability
FRA,France,2005,0.399723917245865,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.05460861325263999,Moderate Stability
FRA,France,2006,0.595505774021149,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.19578185677528404,Moderate Stability
FRA,France,2007,0.563000798225403,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.03250497579574596,Moderate Stability
FRA,France,2008,0.543759167194366,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.019241631031037043,Moderate Stability
FRA,France,2009,0.512012898921967,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.031746268272399014,Moderate Stability
FRA,France,2010,0.681087553501129,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.16907465457916204,Moderate Stability
FRA,France,2011,0.602992832660675,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.07809472084045399,Moderate Stability
FRA,France,2012,0.554941534996033,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.048051297664642,Moderate Stability
FRA,France,2013,0.448744118213654,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10619741678237904,Moderate Stability
FRA,France,2014,0.300568491220474,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.14817562699318,Moderate Stability
FRA,France,2015,0.0977598056197166,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.20280868560075743,Moderate Stability
FRA,France,2016,-0.106349594891071,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.2041094005107876,Low Stability
FRA,France,2017,0.265701532363892,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.372051127254963,Moderate Stability
FRA,France,2018,0.013894104398787,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.25180742796510497,Moderate Stability
FRA,France,2019,0.271341234445572,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.257447130046785,Moderate Stability
FRA,France,2020,0.280992835760117,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.00965160131454501,Moderate Stability
FRA,France,2021,0.325612366199493,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.044619530439376,Moderate Stability
FRA,France,2022,0.393339216709137,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.067726850509644,Moderate Stability
FRA,France,2023,0.343697965145111,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.049641251564026045,Moderate Stability
GAB,Gabon,1996,0.125683024525642,Political Stability and Absence of Violence/Terrorism: Estimate,Index,,Moderate Stability
GAB,Gabon,1998,0.32502093911171,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.19933791458606798,Moderate Stability
GAB,Gabon,2000,0.640210628509521,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.31518968939781106,Moderate Stability
GAB,Gabon,2002,0.410248696804047,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.22996193170547402,Moderate Stability
GAB,Gabon,2003,0.29903855919838,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.111210137605667,Moderate Stability
GAB,Gabon,2004,0.408170908689499,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.109132349491119,Moderate Stability
GAB,Gabon,2005,0.325625747442245,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.08254516124725403,Moderate Stability
GAB,Gabon,2006,0.220006227493286,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.10561951994895899,Moderate Stability
GAB,Gabon,2007,0.30284458398819,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.08283835649490398,Moderate Stability
GAB,Gabon,2008,0.261874705553055,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.040969878435135,Moderate Stability
GAB,Gabon,2009,0.140438765287399,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.12143594026565599,Moderate Stability
GAB,Gabon,2010,0.299279242753983,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.158840477466584,Moderate Stability
GAB,Gabon,2011,0.384890913963318,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.085611671209335,Moderate Stability
GAB,Gabon,2012,0.293291419744492,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.09159949421882596,Moderate Stability
GAB,Gabon,2013,0.330102741718292,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.03681132197379999,Moderate Stability
GAB,Gabon,2014,0.149542808532715,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.180559933185577,Moderate Stability
GAB,Gabon,2015,0.0152472918853164,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1342955166473986,Moderate Stability
GAB,Gabon,2016,-0.110105983912945,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.1253532757982614,Low Stability
GAB,Gabon,2017,-0.105890899896622,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.004215084016323006,Low Stability
GAB,Gabon,2018,-0.257340848445892,Political Stability and Absence of Violence/Terrorism: Estimate,Index,-0.15144994854927002,Low Stability
GAB,Gabon,2019,-0.0750986188650131,Political Stability and Absence of Violence/Terrorism: Estimate,Index,0.1822422295808789,Low Stability
